"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
1209393,"Fedora","libsolv",,"CLOSED","CURRENTRELEASE","[UX] More verbose error when installing other-architecture package","2017-05-30 08:55:26"
1209862,"Fedora","dnf-plugins-extras",,"CLOSED","NEXTRELEASE","Installing dnf-plugins-extras causes errors about /var/lib/dnf/plugins/local","2017-04-19 11:06:51"
1261374,"Fedora","dnf",,"CLOSED","RAWHIDE","DNF does not allow to reinstall running kernel","2017-03-27 11:47:06"
1272686,"Fedora","systemd",,"CLOSED","ERRATA","systemd-vconsole-setup.service always fails if no VGA console","2017-06-17 15:43:39"
1329373,"Fedora","dnf",,"CLOSED","RAWHIDE","yum cmd with --skip-broken is wrongly transformed into dnf options","2017-03-10 05:54:53"
1366575,"Fedora","systemd",,"CLOSED","CURRENTRELEASE","Reboot from emergency.target hangs when rootfs is on LUKS","2017-03-16 04:25:32"
1375845,"Fedora","xiphos",,"CLOSED","RAWHIDE","xiphos must not depend on webkitgtk3","2017-05-30 09:07:51"
1405045,"Fedora","fedpkg",,"CLOSED","CURRENTRELEASE","fedpkg verrel dies on a package with master branch only: Illegal char '-' (0x2d) in: Release:        1.fc26-pending","2017-06-21 10:52:20"
1405439,"Fedora","systemd",,"CLOSED","RAWHIDE","systemd-system-upgrade-generator should warn if runlevel is specified on the kernel commandline","2017-03-02 15:12:06"
1410907,"Fedora","rpm",,"CLOSED","ERRATA","gdb-add-index is not run","2017-03-31 10:35:41"
1416201,"Fedora","systemd",,"CLOSED","RAWHIDE","journalctl should explicitly state the feature flag it's incompatible with when refusing to open journal file at runtime","2017-03-02 15:11:55"
1418298,"Fedora","dnf",,"CLOSED","RAWHIDE","source_name attribute contains NVR","2017-04-24 13:54:06"
1419501,"Fedora","systemd",,"CLOSED","ERRATA","""machinectl"" fails when virtual machine/container is running","2017-04-01 13:09:21"
1420753,"Fedora","systemd",,"CLOSED","RAWHIDE","""systemd-udevd.service: Failed at step ADDRESS_FAMILIES spawning"" for PowerPC","2017-03-14 04:26:57"
1423242,"Fedora","BitchX",,"CLOSED","CURRENTRELEASE","BitchX: FTBFS in rawhide","2017-03-06 15:37:37"
1423310,"Fedora","copr-selinux",,"CLOSED","CURRENTRELEASE","copr-selinux: FTBFS in rawhide","2017-05-25 03:52:58"
1424939,"Fedora","dnf",,"CLOSED","ERRATA","L10N - explain ""Login User""","2017-04-01 13:21:15"
1425913,"Fedora","fedpkg",,"CLOSED","ERRATA","fedpkg-1.27-2.fc26 cannot start successfull builds","2017-03-14 09:49:34"
1427970,"Fedora","rpm",,"CLOSED","RAWHIDE","Include upstream debuginfo improvements to enable parallel installable debuginfo by default","2017-04-04 11:04:46"
1429087,"Fedora","dnf-plugins-core",,"CLOSED","ERRATA","Outdated translations","2017-04-01 13:23:07"
1432917,"Fedora","389-ds-base",,"CLOSED","ERRATA","connection handling is looping on timeout event","2017-04-01 13:29:06"
1433867,"Fedora","389-ds-base",,"CLOSED","CURRENTRELEASE","FTBFS due ""tcmalloc not support on s390x""","2017-05-04 10:51:23"
1434380,"Fedora","dracut",,"CLOSED","ERRATA","Fedora-Live-26 fails: dracut-pre-udev: rpcbind:/run/rpcbind/rpcbind.lock No such file or directory","2017-04-01 13:24:11"
1436110,"Fedora","libsolv",,"CLOSED","ERRATA","lz4 (-libs) prevents upgrading from Fedora 25 to Fedora 26 in some cases","2017-07-13 15:52:04"
1436122,"Fedora","dnf",,"CLOSED","NEXTRELEASE","dnf documentation tells me to use ""dnf shell"", but that does not exist","2017-03-27 04:59:14"
1444667,"Fedora","dnf-plugins-extras",,"CLOSED","NEXTRELEASE","[Regression] plugin system-upgrade does not ship a man page","2017-05-03 07:17:36"
1446641,"Fedora","dnf-plugins-core",,"CLOSED","ERRATA","dnf repoquery --duplicates --latest-limit -1 -q does not work","2017-07-03 11:06:12"
1446756,"Fedora","dnf",,"CLOSED","ERRATA","Msgid bug, the flag ""supplements"" is misspelled in a help text","2017-05-14 16:19:54"
1447777,"Fedora","dracut",,"CLOSED","ERRATA","Since curl-7.53.1-7.fc26 , curl TLS transactions in initramfs environment are broken","2017-05-17 07:55:17"
1457438,"Fedora","dnf",,"CLOSED","CURRENTRELEASE","dnf update on local rpm does not give missing dep info","2017-06-05 12:47:34"
1458446,"Fedora","dnf",,"CLOSED","ERRATA","Probably a Type-0 in package-cleanup that is inside dnf-utils.","2017-06-16 09:19:16"
1462671,"Fedora","rpm",,"CLOSED","ERRATA","[rpm-python] rpm._rpms: undefined symbol: spec_Type on Fedora 26","2017-07-07 19:01:37"
1467164,"Fedora","distribution",,"CLOSED","ERRATA","26 Final RC-1.3 compose is missing 'custodia' package","2017-07-04 21:17:17"
1468537,"Fedora","dnf-plugins-core",,"CLOSED","NEXTRELEASE","Can't enable the copr region51/chrome-gnome-shell","2017-07-07 07:35:44"
1423185,"Fedora","Simple-Fuzzer","Aaron Conole","CLOSED","NEXTRELEASE","Simple-Fuzzer: FTBFS in rawhide","2017-06-16 22:57:53"
1426063,"Fedora","Simple-Fuzzer","Aaron Conole","CLOSED","NEXTRELEASE","Bogus NEVR","2017-06-16 22:57:39"
1436941,"Fedora","abrt","abrt","CLOSED","ERRATA","abrt-desktop and others cannot be installed due to hawkey deps","2017-04-01 13:10:02"
1425475,"Fedora","llvm","Adam Jackson","CLOSED","RAWHIDE","Configure LLVM with -DSPHINX_WARNINGS_AS_ERRORS=OFF","2017-02-28 15:59:38"
1424033,"Fedora","origin","Adam Miller","CLOSED","ERRATA","origin: FTBFS in rawhide","2017-03-28 21:29:29"
1295166,"Fedora","catdoc","Adel Gadllah","CLOSED","ERRATA","catdoc included non-free text","2017-07-11 23:21:15"
1465288,"Fedora","fedora-dockerfiles","Aditya Patawari","CLOSED","ERRATA","broken dependency for fedora-dockerfiles in Fedora 26 - depends on docker on ppc64","2017-07-06 18:50:34"
1424232,"Fedora","uim","Akira TAGOH","CLOSED","RAWHIDE","uim: FTBFS in rawhide","2017-02-28 09:11:28"
1424177,"Fedora","python-oslo-messaging","Alan Pevec","CLOSED","RAWHIDE","python-oslo-messaging: FTBFS in rawhide","2017-06-23 05:43:33"
1424178,"Fedora","python-oslo-middleware","Alan Pevec","CLOSED","RAWHIDE","python-oslo-middleware: FTBFS in rawhide","2017-06-23 05:36:59"
1465281,"Fedora","python-oslo-messaging","Alan Pevec","CLOSED","ERRATA","broken dependency for python-oslo-messaging in Fedora 26","2017-07-06 18:49:55"
1413263,"Fedora","iguanaIR","Alec Leamas","CLOSED","ERRATA","Move tmpfiles.d config to %{_tmpfilesdir}, install license files as %license","2017-04-05 01:23:10"
1421412,"Fedora","minetest","Aleksandra Bookwar","CLOSED","ERRATA","minetest included font is licensing problem","2017-06-22 12:49:15"
1423222,"Fedora","anyterm","Alexander Boström","CLOSED","RAWHIDE","anyterm: FTBFS in rawhide","2017-06-17 01:06:00"
1423752,"Fedora","java-gnome","Alexander Boström","CLOSED","ERRATA","java-gnome: FTBFS in rawhide","2017-07-06 18:50:13"
1465662,"Fedora","java-gnome","Alexander Boström","CLOSED","ERRATA","java-gnome broken dependency in Fedora 26","2017-07-06 18:50:18"
1409177,"Fedora","anaconda","Anaconda Maintenance Team","CLOSED","RAWHIDE","Kickstart installs fail with Python 3.6","2017-03-02 18:37:36"
1439604,"Fedora","anaconda","Anaconda Maintenance Team","CLOSED","ERRATA","Partitioning 'use blivet-gui' should be more explanatory","2017-04-18 06:03:59"
1423869,"Fedora","libpqxx","Andreas Bierfert","CLOSED","ERRATA","libpqxx: FTBFS in rawhide","2017-07-07 18:58:13"
1423981,"Fedora","ncmpc","Andreas Bierfert","CLOSED","RAWHIDE","ncmpc: FTBFS in rawhide","2017-03-28 08:50:31"
1424542,"Fedora","wine-mono","Andreas Bierfert","CLOSED","RAWHIDE","wine-mono: FTBFS in rawhide","2017-03-23 17:29:05"
1423199,"Fedora","powerline","Andreas Schneider","CLOSED","RAWHIDE","powerline: FTBFS in rawhide","2017-04-21 01:01:41"
1410815,"Fedora","python-django-stopforumspam","Ankur Sinha (FranciscoD)","CLOSED","ERRATA","python-django-stopforumspam: Provide a Python 3 subpackage","2017-06-09 14:56:01"
1413527,"Fedora","trash-cli","Ankur Sinha (FranciscoD)","CLOSED","ERRATA","trash-cli: Switch to Python 3","2017-06-09 14:52:46"
1469488,"Fedora","microcode_ctl","Anton Arapov","CLOSED","NEXTRELEASE","mce: [Hardware Error]: PROCESSOR 0:506c9 TIME 1498973483 SOCKET 0 APIC 0 microcode 1c","2017-07-11 07:33:58"
1428638,"Fedora","docker","Antonio Murdaca","CLOSED","ERRATA","Cannot install on i686 or ppc64 since criu dep added","2017-03-30 15:24:39"
1434897,"Fedora","docker","Antonio Murdaca","CLOSED","ERRATA","docker tries to push to registry.redhat.com","2017-04-09 01:58:06"
1440389,"Fedora","docker","Antonio Murdaca","CLOSED","ERRATA","Can not create services with secrets in swarm mode","2017-06-16 03:40:47"
1443922,"Fedora","docker","Antonio Murdaca","CLOSED","ERRATA","systemd fails to run in container due to mounting issues","2017-06-23 23:05:53"
1459700,"Fedora","docker","Antonio Murdaca","CLOSED","ERRATA","'overlay2' is not supported over btrfs","2017-06-23 23:05:45"
1423873,"Fedora","libpwiz","Antonio Trande","CLOSED","RAWHIDE","libpwiz: FTBFS in rawhide","2017-02-28 06:46:03"
1423883,"Fedora","libsedml","Antonio Trande","CLOSED","RAWHIDE","libsedml: FTBFS in rawhide","2017-03-02 13:01:10"
1426249,"Fedora","smuxi","Antonio Trande","CLOSED","ERRATA","please remove windows binaries","2017-04-03 04:26:53"
1325881,"Fedora","emacs-haskell-mode","Arun S A G","CLOSED","ERRATA","emacs-haskell-mode-v16.1 is available","2017-04-06 23:48:02"
1424125,"Fedora","python3-zope-interface","Aurelien Bompard","CLOSED","CURRENTRELEASE","python3-zope-interface: FTBFS in rawhide","2017-04-24 10:03:58"
1376446,"Fedora","NetworkManager","Beniamino Galvani","CLOSED","RAWHIDE","segfault when Reapplying slave connection, without changes","2017-02-28 05:28:27"
1389626,"Fedora","yumex-dnf","Björn ""besser82"" Esser","CLOSED","NEXTRELEASE","Attribute Error: 'Query' object has no attribute 'na_dict'","2017-04-09 16:50:09"
1396762,"Fedora","shogun","Björn ""besser82"" Esser","CLOSED","ERRATA","shogun fails to build on ppc64","2017-05-08 18:32:28"
1408700,"Fedora","yumex-dnf","Björn ""besser82"" Esser","CLOSED","ERRATA","yumex-dnf errors  dnfdaemon needs update.","2017-04-01 13:29:35"
1424325,"Fedora","rubygem-jekyll-watch","Björn ""besser82"" Esser","CLOSED","ERRATA","rubygem-jekyll-watch: FTBFS in rawhide","2017-04-14 13:19:47"
1439247,"Fedora","dnfdragora","Björn ""besser82"" Esser","CLOSED","ERRATA","[abrt] dnfdragora: Py_FatalError(): python3.6 killed by SIGABRT","2017-04-15 19:51:53"
1440174,"Fedora","dnfdragora","Björn ""besser82"" Esser","CLOSED","ERRATA","[abrt] dnfdragora: unpack(): GLib.py:320:unpack:RecursionError: maximum recursion depth exceeded in comparison","2017-04-15 19:51:35"
1440393,"Fedora","yumex-dnf","Björn ""besser82"" Esser","CLOSED","ERRATA","[abrt] yumex-dnf: on_RPMProgress(): dnf_backend.py:228:on_RPMProgress:KeyError: 'scriptlet'","2017-04-14 13:20:44"
1444436,"Fedora","lightdm-settings","Björn ""besser82"" Esser","CLOSED","ERRATA","lightdm-settings not starting due to missing dependency","2017-05-05 00:05:41"
1444825,"Fedora","dnfdragora","Björn ""besser82"" Esser","CLOSED","ERRATA","[abrt] dnfdragora: _handle_dbus_error(): __init__.py:250:_handle_dbus_error:dnfdaemon.client.DaemonError: g-dbus-error-quark: GDBus.Error:org.freedesktop.DBus.Error.NoReply: Message recipient disconnected from message bus without replying (4)","2017-07-05 15:11:49"
1444830,"Fedora","dnfdaemon","Björn ""besser82"" Esser","CLOSED","ERRATA","Error getting update information","2017-05-06 13:10:30"
1454854,"Fedora","dnfdaemon","Björn ""besser82"" Esser","CLOSED","ERRATA","DNF progress.start() broken with 2.5.0, breaking dnfdaemon (and dnfdragora)","2017-06-12 12:48:52"
1464548,"Fedora","thermald","Björn ""besser82"" Esser","CLOSED","ERRATA","[abrt] thermald-monitor: ThermaldInterface::getLowestValidTripTempForZone(): ThermalMonitor killed by signal 11","2017-07-07 19:07:50"
1442661,"Fedora","GtkAda3","Björn Persson","CLOSED","ERRATA","Gtkada3 contains wrong path to includes","2017-04-29 20:18:34"
1455585,"Fedora","devassistant","Bohuslav ""Slavek"" Kabrda","CLOSED","ERRATA","Push devassistant  update to support Python 3.6 on fedora 26","2017-07-07 18:56:50"
1419125,"Fedora","atomic","Brent Baude","CLOSED","ERRATA","Closing terminal does not stop container with tty","2017-04-01 13:10:28"
1434430,"Fedora","atomic","Brent Baude","CLOSED","ERRATA","Confusing warning with 2nd start of container with atomic run","2017-05-02 19:15:26"
1461994,"Fedora","atomic","Brent Baude","CLOSED","ERRATA","TypeError from atomic CLI when installing system container","2017-06-22 09:37:10"
1420523,"Fedora","lorax","Brian Lane","CLOSED","RAWHIDE","Cloud base image composes fail in current Rawhide","2017-03-02 18:44:44"
1440417,"Fedora","lorax","Brian Lane","CLOSED","ERRATA","Firmware for Intel(R) Dual Band Wireless AC 8260 not included on ISO","2017-06-08 17:07:44"
1423692,"Fedora","gstreamer1","Brian Pepple","CLOSED","ERRATA","gstreamer1: FTBFS in rawhide","2017-06-23 23:06:08"
1420508,"Fedora","hugin","Bruno Postle","CLOSED","RAWHIDE","FTBFS in current Rawhide (issue in vigra headers?)","2017-03-02 18:42:27"
1423526,"Fedora","enblend","Bruno Postle","CLOSED","ERRATA","enblend: FTBFS in rawhide","2017-07-07 18:56:02"
1462365,"Fedora","enblend","Bruno Postle","CLOSED","ERRATA","enblend not compiled against latest Fedora release","2017-07-07 18:56:00"
1467512,"Fedora","libreoffice","Caolan McNamara","CLOSED","ERRATA","Unable to fill objects different from rectangles with bitmap patterns in the LO writer","2017-07-11 16:55:50"
1392049,"Fedora","python3","Charalampos Stratakis","CLOSED","RAWHIDE","Add desktop entry for IDLE 3","2017-02-28 15:58:51"
1404918,"Fedora","python3","Charalampos Stratakis","CLOSED","ERRATA","Proposal: force C.UTF-8 when Python 3 is run under the C locale","2017-06-29 19:29:16"
1426257,"Fedora","python3","Charalampos Stratakis","CLOSED","ERRATA","windows executables in package","2017-04-28 10:35:35"
