"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
1409389,"Fedora","dnf",,"CLOSED","RAWHIDE","dnf check-updates accepts random command line options without generating an error. If a random option is specified non security options are not displayed.","2017-01-02 12:28:14"
1022649,"Fedora","evince","Caolan McNamara","CLOSED","ERRATA","evince: Error setting extended attribute 'security.selinux': Operation not supported","2016-12-11 14:27:50"
1425825,"Fedora","gcc","Jakub Jelinek","CLOSED","RAWHIDE","gcc -Werror=format-security -Wall not reporting errors","2017-03-07 14:44:46"
1431316,"Fedora","firefox","Martin Stransky","CLOSED","NEXTRELEASE","TLSv1.3: security.tls.version.max = 4 has no effect","2017-05-29 10:25:03"
1434720,"Fedora","moodle","Gwyn Ciesla","CLOSED","ERRATA","CVE-2017-2641 CVE-2017-2643 CVE-2017-2644 CVE-2017-2645 moodle: Multiple security vulnerabilities [fedora-all]","2017-04-01 13:00:34"
1438687,"Fedora","ming","Dominik 'Rathann' Mierzejewski","CLOSED","ERRATA","CVE-2016-9264 CVE-2016-9265 CVE-2016-9266 CVE-2016-9827 CVE-2016-9828 CVE-2016-9829 CVE-2016-9831 ming: Multiple security vulnerabilities [fedora-all]","2017-04-19 05:23:13"
1429836,"Fedora","qbittorrent","Fabio Alessandro Locati","CLOSED","ERRATA","CVE-2017-6503 CVE-2017-6504 qbittorrent: Multiple security issues [fedora-all]","2017-03-28 19:52:30"
1406704,"Fedora","smack","gil cattaneo","CLOSED","ERRATA","CVE-2016-10027 smack: TLS SecurityMode.required bypass via StripTLS attack [fedora-all]","2016-12-29 02:19:35"
1409840,"Fedora","springframework-security","gil cattaneo","CLOSED","ERRATA","CVE-2016-9879 springframework-security: Spring Security: Improper handling of path parameters allows bypassing the security constraint [fedora-all]","2017-01-12 00:24:18"
1451671,"Fedora","moodle","Gwyn Ciesla","CLOSED","ERRATA","CVE-2017-7489 CVE-2017-7490 CVE-2017-7491 moodle: Multiple security vulnerabilities [fedora-all]","2017-05-26 23:00:52"
1399522,"Fedora","kernel","Kernel Maintainer List","CLOSED","ERRATA","CVE-2016-9313 kernel: security/keys/big_key.c mishandles unsuccessful crypto registration [fedora-all]","2016-12-21 12:46:40"
1450279,"Fedora","ansible","Kevin Fenzi","CLOSED","ERRATA","CVE-2017-7481 ansible: Security issue with lookup return not tainting the jinja2 environment [fedora-all]","2017-06-11 12:16:14"
1440740,"Fedora","yara","Michal Ambroz","CLOSED","ERRATA","CVE-2016-10210 CVE-2016-10211 CVE-2017-5923 CVE-2017-5924 yara: Multiple security issues [fedora-all]","2017-04-29 20:17:56"
1413518,"Fedora","pdns","Morten Stevens","CLOSED","ERRATA","CVE-2016-2120 CVE-2016-7068 CVE-2016-7072 CVE-2016-7073 CVE-2016-7074 pdns: Multiple security vulnerabilities fixed in latest versions [fedora-all]","2017-01-28 19:49:10"
1412968,"Fedora","mujs","Petr Šabata","CLOSED","ERRATA","CVE-2016-10132 CVE-2016-10133 CVE-2016-10141 CVE-2017-5627 CVE-2017-5628 mujs: Multiple security issues [fedora-all]","2017-02-22 12:51:59"
1417159,"Fedora","wordpress","Remi Collet","CLOSED","ERRATA","CVE-2017-5610 CVE-2017-5611 CVE-2017-5612 wordpress: Multiple security fixes in 4.7.2 [fedora-all]","2017-02-02 15:51:29"
1413519,"Fedora","pdns-recursor","Ruben Kerkhof","CLOSED","ERRATA","CVE-2016-2120 CVE-2016-7068 CVE-2016-7072 CVE-2016-7073 CVE-2016-7074 pdns-recursor: pdns: Multiple security vulnerabilities fixed in latest versions [fedora-all]","2017-01-24 19:21:33"
1446566,"Fedora","kernel","Kernel Maintainer List","CLOSED","ERRATA","CVE-2016-9604 kernel: security: The built-in keyrings for security tokens can be joined as a session and then modified by the root user [fedora-all]","2017-05-04 14:24:33"
