"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
1264812,"Fedora","dbus-c++","Adel Gadllah","NEW"," ---","dbus-c++: does not prevent expansion of internal XML entities","2016-02-24 08:46:41"
1390291,"Fedora","dokuwiki","Andrew Colin Kissa","NEW"," ---","CVE-2016-7964 CVE-2016-7965 dokuwiki: Various flaws [fedora-all]","2016-10-31 11:52:45"
1361439,"Fedora","libxml2","Daniel Veillard","NEW"," ---","CVE-2016-5131 libxml2: chromium-browser: use-after-free in libxml [fedora-all]","2017-06-09 08:56:12"
1358402,"Fedora","mingw-bzip2","Erik van Pienbroek","NEW"," ---","CVE-2016-5399 mingw-bzip2: php, bzip2: Improper error handling in bzread() [fedora-all]","2016-07-20 13:34:35"
1383313,"Fedora","myrepos","Fabian Affolter","NEW"," ---","myrepos: Missing URL sanitization in webcheckout [fedora-all]","2016-10-10 08:08:02"
1375202,"Fedora","mariadb-galera","Fabio Massimo Di Nitto","NEW"," ---","CVE-2016-6662 mariadb-galera: mysql: Privilege escalation by abusing MySQL logging functions [fedora-all]","2016-09-12 09:18:01"
1386609,"Fedora","mariadb-galera","Fabio Massimo Di Nitto","NEW"," ---","CVE-2016-3492 CVE-2016-5612 CVE-2016-5616 CVE-2016-5617 CVE-2016-5624 CVE-2016-5626 CVE-2016-5629 CVE-2016-8283 mariadb-galera: various flaws [fedora-all]","2017-01-03 08:00:12"
1357922,"Fedora","yaws","Filip Andres","NEW"," ---","CVE-2016-1000108 yaws: sets environmental variable based on user supplied Proxy request header [fedora-all]","2016-07-19 11:10:54"
1390183,"Fedora","nginx","Jamie Nguyen","NEW"," ---","CVE-2016-1247 nginx: Local privilege escalation via log files [fedora-all]","2016-10-31 09:03:44"
1390496,"Fedora","nodejs-jwt-simple","Jamie Nguyen","NEW"," ---","nodejs-jwt-simple: Forgeable public/private tokens [fedora-all]","2016-11-01 05:02:19"
1358401,"Fedora","bzip2","Jaromír Cápík","NEW"," ---","CVE-2016-5399 php, bzip2: Improper error handling in bzread() [fedora-all]","2016-07-20 11:34:44"
1377997,"Fedora","perl-XML-LibXML","Jitka Plesnikova","NEW"," ---","perl-XML-LibXML: Expanding external entities by default [fedora-all]","2016-09-22 07:01:11"
1351083,"Fedora","python-docx","Kushal Khandelwal (kushal124)","NEW"," ---","CVE-2016-5851 python-docx: XML External Entity Attack [fedora-all]","2016-06-29 03:51:38"
1353619,"Fedora","nodejs","NodeJS Packaging SIG","NEW"," ---","CVE-2016-1669 chromium-browser,v8,nodejs: buffer overflow in v8 [fedora-all]","2016-07-07 11:18:06"
1357613,"Fedora","python-twisted-web2","Orphan Owner","NEW"," ---","CVE-2016-1000111 python-twisted-web2: Python Twisted: sets environmental variable based on user supplied Proxy request header [fedora-all]","2016-07-18 12:04:51"
1332630,"Fedora","ImageMagick","Pavel Alexeev","NEW"," ---","CVE-2016-3714 ImageMagick: Insufficient shell characters filtering [fedora-all]","2017-03-17 09:26:51"
1350462,"Fedora","ImageMagick","Pavel Alexeev","NEW"," ---","CVE-2016-5841 CVE-2016-5842 imagemagick: various flaws [fedora-all]","2016-06-27 10:00:43"
1377363,"Fedora","mingw-icu","Paweł Forysiuk","NEW"," ---","CVE-2016-7415 mingw-icu: icu: Stack based buffer overflow in locid.cpp [fedora-all]","2016-09-19 09:31:10"
1358404,"Fedora","php","Remi Collet","NEW"," ---","CVE-2016-5399 php: php, bzip2: Improper error handling in bzread() [fedora-all]","2017-05-23 09:22:58"
1349795,"Fedora","mingw-libxml2","Richard W.M. Jones","NEW"," ---","CVE-2016-1762 CVE-2016-1833 CVE-2016-1834 CVE-2016-1835 CVE-2016-1836 CVE-2016-1837 CVE-2016-1838 CVE-2016-1839 CVE-2016-1840 CVE-2016-4447 CVE-2016-4448 CVE-2016-4449 mingw-libxml2: various flaws [fedora-all]","2016-06-24 05:38:40"
1364322,"Fedora","mingw-libxml2","Richard W.M. Jones","NEW"," ---","CVE-2016-5131 mingw-libxml2: chromium-browser: use-after-free in libxml [fedora-all]","2016-08-05 01:31:27"
1378410,"Fedora","mingw-openssl","Richard W.M. Jones","NEW"," ---","CVE-2016-6304 CVE-2016-6306 mingw-openssl: various flaws [fedora-all]","2016-09-22 07:03:18"
1351469,"Fedora","xerces-c27","Xavier Bachelot","NEW"," ---","CVE-2016-4463 xerces-c27: xerces-c: Stack overflow when parsing deeply nested DTD [fedora-all]","2016-07-27 15:23:12"
1365800,"Fedora","mcollective","Adam Miller","NEW"," ---","CVE-2016-2788 mcollective: Improper validation of fields in MCollective pings [fedora-all]","2016-08-10 04:55:42"
1350378,"Fedora","mingw-pcre","Adam Stokes","NEW"," ---","mingw-pcre: pcre: Missing assertion after (?(?C) causes stack corruption (8.39/16) [fedora-all]","2016-06-27 06:22:31"
1372122,"Fedora","resteasy","Ade Lee","NEW"," ---","CVE-2016-6346 RESTEasy: Abuse of GZIPInterceptor in RESTEasy can lead to denial of service attack [fedora-all]","2016-10-12 22:51:17"
1372125,"Fedora","resteasy","Ade Lee","NEW"," ---","CVE-2016-6347 RESTEasy: Use of the default exception handler in RESTEasy can lead to reflected XSS attack [fedora-all]","2016-08-31 21:11:08"
1376644,"Fedora","openstack-manila-ui","Alan Pevec","NEW"," ---","CVE-2016-6519 openstack-manila-ui: persistent XSS in metadata field [fedora-all]","2016-09-15 23:28:28"
1382554,"Fedora","openstack-nova","Alan Pevec","NEW"," ---","CVE-2015-5162 openstack-nova: Malicious image causes OOM on the compute host [fedora-all]","2016-10-07 00:51:20"
1382574,"Fedora","openstack-cinder","Alan Pevec","NEW"," ---","CVE-2015-5162 openstack-cinder: openstack-nova: Malicious image causes OOM on the compute host [fedora-all]","2016-10-07 00:55:37"
1382575,"Fedora","openstack-glance","Alan Pevec","NEW"," ---","CVE-2015-5162 openstack-glance: openstack-nova: Malicious image causes OOM on the compute host [fedora-all]","2016-10-07 00:55:51"
1384554,"Fedora","cairo","Benjamin Otte","NEW"," ---","cairo: Out of bounds read in read_png/write_png in cairo-png.c [fedora-all]","2016-10-13 10:20:32"
1356022,"Fedora","pylint","Christian Dersch","NEW"," ---","pylint: Adding cwd into sys.path allows code execution [fedora-all]","2017-03-12 12:15:33"
1351517,"Fedora","mingw-libvirt","Daniel Berrange","NEW"," ---","CVE-2016-5008 mingw-libvirt: libvirt: Setting empty VNC password allows access to unauthorized users [fedora-all]","2016-06-30 04:44:32"
1257982,"Fedora","libxslt","Daniel Veillard","NEW"," ---","CVE-2015-7995 libxslt: Type confusion may cause DoS [fedora-all]","2016-09-26 17:03:36"
1349705,"Fedora","libxslt","Daniel Veillard","NEW"," ---","CVE-2016-1683 CVE-2016-1684 libxslt: various flaws [fedora-all]","2016-06-24 00:49:42"
1384427,"Fedora","libxml2","Daniel Veillard","NEW"," ---","CVE-2016-4658 libxml2: Use after free via namespace node in XPointer ranges [fedora-all]","2017-06-09 08:55:35"
1393782,"Fedora","libxslt","Daniel Veillard","NEW"," ---","CVE-2016-1841 libxslt: Use after free in xsltDocumentFunctionLoadDocument [fedora-all]","2016-11-10 05:43:02"
1386899,"Fedora","mysql-connector-python","David Hannequin","NEW"," ---","CVE-2016-5598 mysql-connector-python: Unspecified vulnerability in subcomponent: Connector/Python [fedora-all]","2016-10-19 14:59:59"
1363711,"Fedora","busybox","Denys Vlasenko","NEW"," ---","CVE-2016-6301 busybox: NTP server denial of service flaw [fedora-all]","2016-08-03 08:12:20"
1382661,"Fedora","mingw-libpng","Erik van Pienbroek","NEW"," ---","mingw-libpng: libpng: Out of bounds write in png_write_row [fedora-all]","2016-10-13 06:25:52"
1369346,"Fedora","lshell","Fabian Affolter","NEW"," ---","CVE-2016-6902 CVE-2016-6903 lshell: Shell outbreak vulnerabilities via bad syntax parse and multiline commands [fedora-all]","2017-03-25 14:07:05"
1350483,"Fedora","thunderbird","Gecko Maintainer","NEW"," ---","CVE-2016-5825 CVE-2016-5826 CVE-2016-5827 thunderbird: libical: Multiple heap over-read vulnerabilities [fedora-all]","2016-09-12 04:36:51"
1375122,"Fedora","thunderbird","Gecko Maintainer","NEW"," ---","CVE-2016-5824 CVE-2016-9584 thunderbird: various flaws [fedora-all]","2016-12-16 03:01:37"
1368091,"Fedora","mantis","Gianluca Sforna","NEW"," ---","CVE-2016-6837 mantis: Cross-site scripting in view_all_bug_page.php [fedora-all]","2016-08-18 07:29:59"
1394157,"Fedora","tika","gil cattaneo","NEW"," ---","CVE-2016-6809 tika: Native deserialization of Java objects in matlab files [fedora-all]","2016-12-31 05:13:10"
1352069,"Fedora","compat-gcc-32","Jakub Jelinek","NEW"," ---","CVE-2016-6131 compat-gcc-32: gcc,gdb,binutils,libitm: Stack overflow vulnerability in libiberty demangler [fedora-all]","2016-07-01 10:26:38"
1352070,"Fedora","compat-gcc-34","Jakub Jelinek","NEW"," ---","CVE-2016-6131 compat-gcc-34: gcc,gdb,binutils,libitm: Stack overflow vulnerability in libiberty demangler [fedora-all]","2016-07-01 10:26:46"
1352072,"Fedora","compat-gcc-296","Jakub Jelinek","NEW"," ---","CVE-2016-6131 compat-gcc-296: gcc,gdb,binutils,libitm: Stack overflow vulnerability in libiberty demangler [fedora-all]","2016-07-01 10:26:55"
1352076,"Fedora","gcc","Jakub Jelinek","NEW"," ---","CVE-2016-6131 gcc: gcc,gdb,binutils,libitm: Stack overflow vulnerability in libiberty demangler [fedora-all]","2016-07-01 10:27:34"
1371410,"Fedora","nodejs-cookie-signature","Jamie Nguyen","NEW"," ---","CVE-2016-1000236 nodejs-cookie-signature: Timing attack vulnerability [fedora-all]","2016-09-20 03:20:42"
1379750,"Fedora","nodejs-cookie-signature","Jamie Nguyen","NEW"," ---","nodejs-cookie-signature: Timing attack vulnerability [fedora-all]","2016-11-01 21:34:39"
1388495,"Fedora","nodejs-moment","Jamie Nguyen","NEW"," ---","nodejs-moment: Regular expression denial of service [fedora-all]","2016-10-25 09:49:16"
1370156,"Fedora","mailman","Jan Kaluža","NEW"," ---","CVE-2016-6893 mailman: CSRF protection missing in the user options page [fedora-all]","2016-08-25 08:12:53"
1352073,"Fedora","gdb","Jan Kratochvil","NEW"," ---","CVE-2016-6131 gdb: gcc,gdb,binutils,libitm: Stack overflow vulnerability in libiberty demangler [fedora-all]","2016-07-01 10:27:05"
1374339,"Fedora","openjpeg","Jaromír Cápík","NEW"," ---","CVE-2016-7163 openjpeg: various flaws [fedora-all]","2017-02-14 00:51:23"
1381527,"Fedora","ruby","Jeroen van Meeuwen","NEW"," ---","CVE-2016-7798 ruby: IV Reuse in GCM Mode [fedora-all]","2016-10-04 07:26:09"
1360202,"Fedora","bsdiff","Jindrich Novy","NEW"," ---","CVE-2014-9862 bsdiff: Improper checking of input allows arbitrary write on heap [fedora-all]","2016-07-26 04:46:32"
1379554,"Fedora","perl-XML-Twig","Jitka Plesnikova","NEW"," ---","perl-XML-Twig:  expand_external_ents option fails to work as documented [fedora-all]","2017-01-25 09:40:04"
1349706,"Fedora","mingw-libxslt","Kalev Lember","NEW"," ---","CVE-2016-1684 CVE-2016-1683 mingw-libxslt: various flaws in libxslt [fedora-all]","2017-01-05 16:11:04"
1352074,"Fedora","mingw-gdb","Kalev Lember","NEW"," ---","CVE-2016-6131 mingw-gdb: gcc,gdb,binutils,libitm: Stack overflow vulnerability in libiberty demangler [fedora-all]","2016-07-01 10:27:15"
1352078,"Fedora","mingw-gcc","Kalev Lember","NEW"," ---","CVE-2016-6131 mingw-gcc: gcc,gdb,binutils,libitm: Stack overflow vulnerability in libiberty demangler [fedora-all]","2017-01-05 16:07:44"
1352082,"Fedora","mingw-binutils","Kalev Lember","NEW"," ---","CVE-2016-6131 mingw-binutils: gcc,gdb,binutils,libitm: Stack overflow vulnerability in libiberty demangler [fedora-all]","2017-01-05 16:06:38"
1358576,"Fedora","mingw-harfbuzz","Kalev Lember","NEW"," ---","CVE-2015-8947 CVE-2016-2052 mingw-harfbuzz: chromium-browser: Multiple unspecified vulnerabilities in HarfBuzz before 1.0.6 [fedora-all]","2017-01-05 16:08:37"
1372552,"Fedora","mingw-gdk-pixbuf","Kalev Lember","NEW"," ---","mingw-gdk-pixbuf: gdk-pixbuf: bmp decoder: Integer overflow in DecodeHeader causes out-of-bounds heap read in Oneline32 function [fedora-all]","2017-01-05 16:08:01"
1378897,"Fedora","mingw-gdk-pixbuf","Kalev Lember","NEW"," ---","CVE-2015-7552 mingw-gdk-pixbuf: gdk-pixbuf: Heap-based buffer overflow in the gdk_pixbuf_flip function [fedora-all]","2017-01-05 16:08:05"
1393783,"Fedora","mingw-libxslt","Kalev Lember","NEW"," ---","CVE-2016-1841 mingw-libxslt: libxslt: Use after free in xsltDocumentFunctionLoadDocument [fedora-all]","2017-01-05 16:11:01"
1377884,"Fedora","nagios","Keiran Smith","NEW"," ---","CVE-2016-6209 nagios: Reflected XSS vulnerability and possible phishing vector [fedora-all]","2017-01-20 16:22:58"
1377885,"Fedora","nagios","Keiran Smith","NEW"," ---","nagios: web interface vulnerable to Cross-Site Request Forgery attacks [fedora-all]","2017-01-20 16:23:36"
1209214,"Fedora","node","Lucian Langa","NEW"," ---","CVE-2015-2927 node: SIGQUIT fails [fedora-all]","2016-11-28 10:19:09"
1381475,"Fedora","derby","Mat Booth","NEW"," ---","CVE-2015-1832 Apache Derby: XXE attack possible by using XmlVTI and the XML datatype [fedora-all]","2016-10-04 04:45:53"
1223312,"Fedora","python-dbusmock","Matěj Cepl","NEW"," ---","CVE-2015-1326 python-dbusmock: arbitrary code execution or file overwrite when templates are loaded from /tmp [fedora-all]","2016-02-24 10:49:44"
1353521,"Fedora","librsvg2","Matthias Clasen","NEW"," ---","CVE-2016-6163 librsvg2: Out-of-bounds read when processing crafted SVG file [fedora-all]","2017-01-04 17:15:23"
1372551,"Fedora","gdk-pixbuf2","Matthias Clasen","NEW"," ---","gdk-pixbuf2: gdk-pixbuf: bmp decoder: Integer overflow in DecodeHeader causes out-of-bounds heap read in Oneline32 function [fedora-all]","2016-09-02 00:28:38"
